id,title,affiliation,comment,attachment_summary,attachment_affiliation
BOEM-2022-0048-13692,"Comment from Gold, W",None,"Dear Secretary Debra Haaland,<br/><br/>I am writing to you today to express my opposition to Gulf-wide leasing in the oil and gas lease sales 259 and 261. <br/><br/>The Inflation Reduction Act does not require the administration to lease the entire Western and Central Gulf. Nor does it mandate any particular results from those sales. Rather, Congress, through both the IRA and the Outer Continental Shelf Lands Act, empowered Interior to determine the size, location, and conditions for offshore leasing sales and preserved Interior’s authority to decide whether to issue a lease. And BOEM has the obligation to make those decisions based on a full evaluation of the environmental effects that leasing will cause – including climate pollution, oil spills, and harms to the critically endangered Rice’s whale. <br/><br/>There is simply no need for BOEM to continue with the large-scale lease sales we saw for four years under the Trump administration. Oil companies currently hold close to 1,900 leases covering more than 10 million acres of the Gulf of Mexico. Only about 500 of those leases are currently in production, meeting the current demand for offshore oil and gas and leaving more than 7.4 million leased acres (or 75% of current lease holdings) remaining to be developed to meet any near or mid-term national energy needs. <br/><br/>Moreover, massive area-wide lease sales are fundamentally incompatible with the Biden administration’s commitments to fight climate change. Decisions we make now about additional leases have no effect on current or even near-term energy needs because new leases typically take a decade to produce any oil. And because of the long-term nature of oil and gas development, leasing now locks in investments in fossil fuels for decades to come, long after the time when the United States and the world must transition to a clean energy economy if we are to avoid the more catastrophic impacts of climate change.   <br/><br/>Finally, continuing with massive leases sales increases the already dire harm to Gulf wildlife – like the 50 remaining critically endangered Rice’s whale – and to Gulf communities, which have disproportionately borne the brunt of the country’s fossil fuel addiction for far too long. Locking in new leases means locking in continued harm for decades to come and will only slow the needed rapid phase-out of fossil fuel from the nation’s energy portfolio.   <br/><br/>I urge you to not sell off millions of acres of Gulf leases and to use your authority and ample discretion to instead accelerate the rapid transition to the clean energy future the country needs!<br/><br/>Sincerely,<br/>W Gold<br/>Saugerties, NY 12477",,
VA-2016-VHA-0011-68695,AP44-Proposed Rule-Comment Submitter,None,"Physician involvement in surgical anesthesia care is an imperative for Veterans. Please protect our nation's Vets by preserving physician-led, team-based surgical anesthesia care in VA medical facilities.  Preserve VA's current policies that are included in the Anesthesia Service Handbook.",,
IRS-2013-0038-85151,"Comment from Derek Blackston, ",None,"Your regulations aren't just ruining the economy they are ruining our freedom.I am steadfastly against the proposed regulations that directly violate the First Amendment of the Constitution which ensures the federal government shall not infringe on our Freedom of Speech.<br/><br/>These regulations would strip citizens’ right to send organized communication within weeks of an election and prohibit identifying a candidate or political party who supports Obama’s forced unionism agenda.<br/><br/>I urge the Federal Government to drop Regulation IR-2013-92 and its unconstitutional restrictions on citizen organizations, and to cease using tax laws to suppress political speech.",,
EPA-HQ-OAR-2018-0283-1197,Anonymous public comment,None,"Hi, I strenuously oppose reducing or changing the current U.S. auto emissions standards.The transportation sector is the largest contributor of greenhouse gas (GHG) emissions in the United States, and vehicles are the largest source of air pollution. EPAs duty to protect public health and welfare means taking urgent steps to reduce vehicle emissions, including GHGs, to the greatest extent possible. The current proposal will increase emissions. Failing to take the strongest possible action now will ensure escalated global warming and major loss of life and health. Maintaining the standards developed and agreed to by the U.S. government, auto makers and the state of California in 2012 for model years 2021-2026 (previously issued standards) is justified by thorough analysis and public input. Global warming has already set in motion changes that will further accelerate warming. Increasing emissions cannot be justified based on science, cost or available technology. I am terried about what will happen to our planet and our country if we don't work harder to cut auto emissions. Thanks.",,
NRCS-2024-0014-1035,Comment on FR Doc # 2024-18348,None,I strongly oppose this proposal:  Natural processes cannot be owned by any agency --government or private.   Earth and its resources are God-given for people so we may live freely and thrive.  It is pure evil to attempt this type of control<span style='padding-left: 30px'></span>This is Communism and will result in the loss of all private property rights and the enslavement of all free people.  STOPO THIS NOW!!,,
FDA-2021-N-0357-3148,Comment from Juliette Gamble,None,"I am writing to urge you to protect access to glutathione in all forms when the FDA's Pharmacy Compounding Advisory Committee (PCAC) meets on June 8th to decide whether compounding pharmacies can continue to make glutathione. Glutathione helps patients with a wide variety of ailments, including liver disease, cancer, stroke, and autism. Please protect access to this critical medicine.<br/><br/>A glutathione ban would be a disaster. It has many medical applications and there is no commercially available glutathione drug, so a ban would mean no more glutathione IVs. Glutathione is used widely for a variety of conditions because of its role in reducing oxidative stress-an imbalance between free radicals and antioxidants in the body.<br/><br/>Glutathione's usefulness is backed by dozens of studies for a multitude of conditions. It helps with cancer treatment by reducing the side effects of chemotherapy; it helps with Parkinson's, pulmonary disease, autism, and COVID-19, to name a few. It's also key to detoxification.<br/><br/>Please protect access to this critical medicine.",,
FS-2019-0010-4979,Comment on FR Doc # 2019-12195,None,"As a child we camped in these places . Now my family and their families are enjoy these magnificent forest . It's all we have left that man hasn't destroyed please preserve it for future generations to enjoy. Thank you. <br/><br/>My name is Patricia Brown and I am opposed to the U.S. Forest Services proposal to cut out public participation from the vast majority of its decisions. I want to have the ability to comment on decisions affecting places I care about in the future. The current proposal would fundamentally change the relationship between the U.S. Forest Service and the public, cutting our voices entirely out of how to manage these special places.<br/><br/>I often visit our national forests to hike  swim  backpack  rock climb  camp  relax  watch wildlife  picnic  spend time in the outdoors  appreciate nature  create memories with my family and friends  enjoy the scenery  bike  paddle  fish  hunt  ride horses  explore new places  and enjoy access to public lands. My uses of national forests could be harmed by large logging projects, new roads, pipeline and utility rights of way. The public deserves the chance to raise issues or concerns so that those harms can be avoided. <br/><br/>I am most alarmed that the rule proposes to allow large logging projects and other decisions to happen behind closed doors. The Forest Service should strengthen public involvement and focus on broadly supported work rather than attempting to bypass accountability for decisions that sacrifice the overall wellbeing of our national forests.",,
FWS-R6-ES-2024-0186-60831,"Comment from Stainbrook, Jessica",None,"Thank you for denying state petitions that would have removed federal protection from grizzly bears. I’m relieved that grizzlies remain safe from aggressive state management policies. <br/><br/>However, I’m concerned about the proposed rules that would give state agencies and individuals more leeway to kill grizzlies. I’m especially worried about giving individuals permission to kill these bears to protect livestock, including potentially by granting permits to kill grizzlies on public lands. <br/><br/>I also urge you to keep grizzly protections in place within recovery zones and connectivity corridors, as these lands are essential to the great bears’ recovery. <br/><br/>Finally, I oppose any rule that would permit hunting of grizzly bears.<br/><br/>Sincerely,<br/>Jessica Stainbrook<br/>OR 97405",,
FTC-2023-0064-2092,"Comment from Thompson , Andrea",None,"Official Comment FTC Junk Fees Rule Docket ID: FTC-2023-0064,<br/><br/>I support the FTC’s efforts to protect American consumers and crack down on unscrupulous businesses that tack on junk fees at the end of the purchasing process.<br/><br/>Are you sick of being scammed,I know I am! Just because it says corporate In their names doesn’t mean they won’t scam you! Banks, Insurers, Airlines, Airports, even credit unions are scamming us every day including the utility companies and streaming services not to mention cable! Adding this little thing over and above the advertised price and lets not forget hotels and other travel expenses!<br/><br/>I urge you to pass this rule to not only save consumers tens of billions of dollars each year, but to level the playing field for honest businesses who are transparent about the their costs and fees.<br/><br/>Please, implement this rule as soon as possible. American consumers need relief from greedy corporations now.<br/><br/>Sincerely, <br/><br/>Andrea Thompson<br/>Eufaula , Oklahoma ",,
NPS-2018-0005-91016,Comment on FR Doc # 2018-10735,None,"I am writing to respectfully encourage you not to move forward with this proposed rule (RIN 1024-AE38). It would repeal a scientifically sound rule from 2015 prohibiting the use of some of the cruelest hunting tactics against predators on national preserves in Alaska. Such tactics include killing mother bears and cubs at den sites with the aid of artificial light, baiting brown and black bears, killing wolves and coyotes with pups during their denning season, killing swimming caribou or killing caribou from a motorboat, and using dogs to hunt black bears.<p>Allowing the use of brutal hunting tactics on highly vulnerable wildlife, such as denning mothers and cubs, is not only unconscionable, but also unlawful. Congress provided a clear directive to the National Park Service to 'provide for the maintenance of sound populations of, and habitat for, wildlife species of inestimable value to the citizens of Alaska and the Nation' for the 'benefit, use, education, and inspiration of present and future generations' (16 U.S.C. 3101(a)). These extreme hunting methods, which are neither used nor endorsed by the majority of sport hunters, violate this directive.<p>These barbaric, scientifically baseless, and unnecessary tactics decimate predators on public lands and undermine protection of natural diversity solely to boost numbers of prey species and cater to trophy hunters. Predators play a critically important role in an ecosystem, ensuring both diversity and proper ecosystem function. Brutal hunting methods such as baiting, hounding, killing young animals, and killing animals at their den sites should have no place on national preserve lands.<p>The 2015 NPS rule is consistent with federal law and the best available science, was subject to public review and comment, and outlaws only the most extreme hunting tactics in Alaska. I strongly encourage NPS to reject this deeply troubling proposal, and urge the agency to keep the 2015 prohibitions in place.",,
EPA-HQ-OAR-2018-0775-0481,Comment submitted by B. Yerdon,None,"E15 is a renewable, affordable, American-made fuel option thats good for our environment. I support lifting unnecessary regulations that prevent Americans like me from using E15 year-round. <br/><br/>Each summer, drivers are forced to stop using E15, because of unnecessary Reid Vapor Pressure regulations. E15 has clear benefits to our environment, and it saves drivers as much as 10 cents per gallon.<br/><br/>RVP limits on E15 also hurt U.S. retailers as it raises their costs, and limits their ability to provide their customers with access to the best fuel options.<br/><br/>The EPA must act now to lift this unnecessary regulation on E15, and block regulatory efforts by the oil industry to limit E15s growth, which is afraid of surrendering 5 percent of its market share to U.S. farmers.<br/><br/>E15 is good for our country. It supports rural communities, lowers costs for drivers, and improves our environment. The EPA must give E15 the support it deserves!<br/><br/>Thank you,<br/>Buck <br/><br/>Regards, <br/>Buck Yerdon",,
AMS-NOP-15-0012-111116,"averill, dale: ",None,Protect Organic farming,,
CMS-2021-0117-7711,Comment on CMS-2021-0117-0002,None,"While I applaud your proposed to improve and fortify the hospital price transparency rule, I encourage CMS to make the guidelines for hospitals even stronger. Clearly, hospitals arent complying. Many are also bending the rules in their favor. To prevent that, they need to face stiffer financial penalties, and should not be able to provide estimates or gather patient data in the process. <br/><br/>I respectfully recommend that CMS increase the daily penalty to far more than $10 a bed to at least $300 per day per patient bed, with no cap. The proposed rule should also not consider what sort of estimate would be acceptable, but rather forbid hospitals from providing estimates, which are nonbinding. Patients want and need actual, guaranteed prices so they can avoid being devastated by unexpected healthcare bills.<br/><br/>CMS has written an excellent rule, one that promises to dramatically lower healthcare costs and introduce competition. Now we need to hold hospitals, and eventually insurance companies and all the middle players, fully accountable.",,
EEOC-2023-0004-96121,"Comment from Galdo, Querido EEOC-2023-0004",None,"Dear Joe Biden,<br/><br/>Thank you for protecting pregnant workers from discrimination regardless of how their pregnancy ends.<br/><br/>No employer should come between an individual and their access to health care.<br/><br/>I support the Equal Employment Opportunity Commission’s proposed rule to implement the Pregnant Workers Fairness Act, and the right of all workers to maintain their employment and financial security while getting the reproductive health care and accommodations they need, regardless of how their pregnancy ends. Recognizing that workers need reasonable accommodations related to abortion care is a crucial step for advancing nondiscrimination protections for pregnant people in the workplace.<br/><br/>Sincerely,<br/>Querido Galdo<br/>Gualala, CA 95445",,
FMCSA-2004-19608-20437,Veronica P. - Comments,None,,,
NOAA-NOS-2019-0094-3419,"Comment from Alder, John",None,"Bordering three of Americas most beloved national parks, Everglades, Biscayne, and Dry Tortugas, the Florida Keys National Marine Sanctuary is a national treasure, protecting extraordinary species and the places they call home. <br/><br/>The reef is facing many threats from climate change, coral disease, pollution, and overfishing. Implementation of the Restoration Blueprint is needed to restore and protect the corals, wildlife, and economic foundation of the Keys for generations to come. <br/><br/>Thank you for proposing significant actions in the Restoration Blueprint that increase the number of strongly protected areas, prohibit polluted discharges from cruise ships, and expand the Sanctuary boundaries to include Pulley Ridge  a unique and special coral habitat. These safeguards are critically important to meet the goals of the America the Beautiful initiative to protect 30% of our lands and waters by 2030.   <br/><br/>This is a major step forward, but more needs to be done.  I write to urge NOAA to include the following actions in the final Restoration Blueprint: <br/><br/>1. Include the Tortugas Corridor to protect biodiversity so that fish and other marine species can travel safely from Dry Tortugas National Park to the Sanctuary  <br/><br/>2. Protect larger contiguous areas of habitat (from shoreline to reef) in Carysfort Reef and Tennessee Reef for sensitive marine life to flourish and to bolster resilience to climate change <br/><br/>3. Implement idle speed zones Sanctuary-wide within 100 yards of shore to prevent seagrass damage and wildlife impacts <br/><br/>4. Implement a mandatory boater education program to enhance sustainable use and boater safety, and protect habitat and wildlife",,
FDA-2021-N-0357-3294,Comment from Starheart Crystal,None,"Please do not ban compounded glutathione. This medicine helps patients with a wide variety of ailments, including liver disease, cancer, stroke, and autism.<br/><br/>A glutathione ban would be a disaster. It has many medical applications and there is no commercially available glutathione drug, so a ban would mean no more glutathione IVs. Glutathione is used widely for a variety of conditions because of its role in reducing oxidative stress-an imbalance between free radicals and antioxidants in the body.<br/><br/>The FDA cites safety issues with glutathione, including hepatotoxicity. But n-acetylcysteine (NAC), which tells the body to make glutathione, is the standard treatment for acetaminophen poisoning-which causes liver injury. There are also dozens of common drugs (antibiotics, NSAIDs, etc) that cause liver damage; the FDA even has a database of ranking over 1,000 drugs for their ability to damage the liver. These drugs are safe for patients, but glutathione isn't? This doesn't make sense.<br/><br/>Please protect access to this critical medicine.",,
FSIS-2016-0021-13657,Comment from Jeanne Hofmann,None,"Please ensure that companies who use the claim ""free range"" on chicken and turkey products are actually providing birds with meaningful outdoor access and space, which includes soil; vegetation during the growing season; sufficient space; and shelter from weather and predators. Doing so will ensure that companies who are allowed to use this claim are actually providing a meaningful level of animal care, and the sort of animal welfare that consumers expect when they buy products labeled as ""free range.""",,
FSIS-2018-0016-3707,Comment from Leslie Burpo,None,"Dear Deputy Undersecretary for Food Safety, <br/><br/>Please reject the petition from the U.S. Cattlemen's Association to restrict how producers of plant-based protein and clean meat can market their food. <br/><br/>As a consumer, I'm insulted by the suggestion that I'm getting ""duped"" when I buy veggie ""beef"" crumbles and Beyond Meat burger patties. I choose plant-based alternatives whenever I want to eat healthy, sustainable, and humane foods while also enjoying familiar flavors and textures. I'm not alone; sales of plant-based meats in the U.S. now exceed $3 billion annually, and these products can be found in countless grocery stores across the country.<br/><br/>There is no evidence that consumers mistake these products for animal flesh. In fact, consumers like me intentionally choose these products because they are better for our health, the environment, and animals. <br/><br/>The beef industry is simply attempting to use the USDA to suppress growing competition and disadvantage emerging industries. If anything, the USDA should use its limited resources to address real mislabeling issues, like using ""natural"" and other blatantly misleading terms to market factory-farmed meat.<br/><br/>For all these reasons, I respectfully ask you to reject the U.S. Cattlemen's petition.",,
FWS-HQ-ES-2025-0034-85012,"Comment from Summers, Orion",None,"I strongly oppose the proposed rescission of the regulatory definition of ""harm"" under the Endangered Species Act. Removing habitat destruction from the definition of ""harm"" would severely weaken protections for endangered and threatened species. Habitat loss is one of the leading causes of extinction, and changing this definition would allow for greater destruction without accountability putting countless species at risk.<br/>The current definition rightly recognizes that injuring or killing wildlife includes significantly altering their habitat in a way that disrupts essential behaviors like breeding, feeding, or sheltering. This scientific and common-sense approach must remain in place. Please protect the intent and integrity of the Endangered Species Act by preserving the current definition of ""harm"" to include habitat modification. Our wildlife and ecosystems depend on it.",,
EPA-HQ-OW-2011-0188-0607,Anonymous public comment,None,"I am writing this letter to oppose the the proposed rule by the Environmental Protection Agency (EPA) requiring that many livestock farms begin reporting information that will be used in a publically-accessible, nationwide database.  This rule is a definite invasion of privacy.  Our family is involved in farming and livestock production.  A rule like this would threaten our privacy and biosecurity in our operations involving the livestock.  This information is already available to the EPA through other sources and I have a great concern about how this publically-accessible nationwide data base of information may be misused by groups that oppose livestock production.<br/><br/>I oppose this possible additional burden of reporting information, particularly when this information is already available through other sources.  The best way to improve environmental protection is to work with farmers voluntarily, on a watershed-by-watershed basis, not create a federal database that will cause nothing but problems and absolutely offer no solutions.<br/><br/>Thank you for you time and consideration in this matter, it is much appreciated.",,
CMS-2019-0111-32145,Comment on CMS-2019-0111-0092,None,"As a psychologist in training who provides clinical services to patients (under the supervision of a psychologist), I am writing to comment on the CMS proposed Medicare Physician Fee Schedule for 2020, and its effect on both psychologists and patients.<br/><br/>I understand that psychologists are facing a 7% payment decrease in 2021 so that higher payments can be made for E/M services. This would be a devastating loss, because as you know, psychologists have already faced more than a decade of reimbursement cuts for their services. Most importantly, this additional decrease comes at a time when psychological services play a critical role in the lives of Americas senior citizens, as our elderly population continues to grow. Particularly in Nevada, where we are 51st in the nation with regards to mental health service provisions. Fee cuts are just another barrier for patients and psychologists alike that will keep our population lacking the services that it so desperately needs.<br/><br/>At the same time, I am very pleased to see that psychologists who provide Health Behavior Assessment and Intervention (H&B) services will see increases due to a new coding structure and higher values in 2020. Physical health conditions are taking a heavy toll on Medicare beneficiaries, and we know from research that increasing access to psychological and behavioral health services will improve patient outcomes and reduce overall spending.<br/><br/>In the strongest terms possible, I urge you to (a) exclude psychologists from the 7% payment reduction in 2021, and (b) adopt the proposed revisions and value increases for the H&B codes.<br/><br/>Thank you for considering my views on these issues",,
SBA-2018-0009-2815,Comment on FR Doc # 2018-20869,None,"Our country simply cant afford for the SBA to make proposed changes to 13 CFR 103.4. Americas small business entrepreneurs need reasonable and affordable access to loans. SBA financing is a critical component to providing exactly that. <br/><br/>However, SBAs proposed rule will make access to financing more difficult  especially for women, minorities and veterans -- putting the small business dreams of countless Americans out of reach. By not allowing agents or other service providers to charge fees to both lenders and applicants if they are involved in the loan for each, access to sub-$350,000 loans would be restricted as these agents or providers would be forced out of the market and banks would then not be able to serve these small businesses without the providers on which they rely. <br/><br/>Without access to already low-cost SBA-backed loans, some businesses will receive no financing at all while others will be pushed toward expensive lending markets and end up with much higher fees and interest rates.  Please keep the current exemption so that small business access to capital is protected. <br/><br/>Regards, <br/>Connie Feery",,
FDA-2021-N-1088-111740,Comment from Anonymous,None,"An experimental, emergency medical treatment should only have a place when it is treating those who are most at risk. Children ages 5-11 are almost unanimously not in that category. The risk assessment of an experimental drug vs. the risk of the disease does not lead one to make the rational choice that inoculating children with the vaccine is the safest option. It is pandering to the politicians and following the money, but it is not in the best interest of children. If later down the line, this disease becomes much more deadly for children, then the conversation may change but currently, this is not the case. The possible side effects in this case are NOT a lesser of two evils. ",,
FWS-HQ-ES-2025-0034-213546,"Comment from Quinn, Patricia",None,"I am writing to oppose your proposal to rescind the regulatory definition of “harm” under the Endangered Species Act. <br/><br/>Habitat destruction is the main driver of species decline. When Congress passed the Endangered Species Act, it explicitly recognized the importance of habitat in protecting and restoring endangered species. And the definition of harm you seek to delete was upheld by the U.S. Supreme Court 30 years ago. If anything, the case for habitat protection under the ESA has grown even stronger since then, with mountains of scientific evidence linking habitat and species’ survival.   <br/><br/>There is no rational reason to rescind this definition; rescission only serves as an invitation to timber, oil, mining and other extractive industries, as well as the government and individuals, to try to destroy habitat that endangered species need to live, eat, and raise their young. Common sense, science, and the ESA itself tells us that habitat destruction harms species.  <br/><br/>Just one company or project can destroy habitat, but when a species disappears, we all suffer the consequences, which can include impacts to our food and water supply, to industries ranging from pharmaceuticals to tourism, and to our cultural and spiritual values.<br/><br/>Sincerely,<br/>Patricia Quinn<br/>Norfolk, VA",,
DOI-2015-0005-6041,Kathryn Lutes - Email Comment,None,See attached,,
