docketId,title,rulemaking
HHS-2005-0012,Senior Executive Service; Performance Review Board Members,Nonrulemaking
MSHA-2005-0006,"USGS data show that domestic production of sand and gravel and crushed stone increased every year between 1991 and 1999, an indication of the continuing strong demand for construction aggregates in the United Sates. The number of hours worked at sand and gravel and crushed stone operations has been increasing steadily since 1991.   MSHAs objective in these requirements is to ensure that all miners",Nonrulemaking
NASA-2005-0028,Federal Acquisition Regulation; Submission for OMB Review; Past Performance Information,Nonrulemaking
USA-2005-0004,"Board of Visitors, United States Military Academy (USMA)",Nonrulemaking
USA-2005-0005,"Notice of Availability of a Novel Fiberglass Technology for Exclusive, Partially Exclusive or Non-Exclusive Licenses",Nonrulemaking
DOD-2005-0069,Federal Acquisition Regulation; Information Collection; Progress Payments,Nonrulemaking
DOL-2005-0013,Bureau of International Labor Affairs; U.S. National Administrative Office; National Advisory Committee for Labor Provisions of U.S. Free-trade Agreements; Notice of Open Meeting,Nonrulemaking
NASA-2005-0029,Federal Acquisition Regulation; Information Collection; Progress Payments,Nonrulemaking
DOD-2005-0070,Membership of the Defense Information Systems Agency Senior Executive Service Performance Review Board,Nonrulemaking
NASA-2005-0030,Notice of Information Collection,Nonrulemaking
NSF-2005-0021,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
DOL-2005-0014,"for the proper performance of the functions of the agency, including whether the information will have practical utility;<bullet>Evaluate the accuracy of the agencys estimate of the burden of the proposed collection of information, including the validity of the methodology and assumptions used;<bullet>Enhance the quality, utility and clarity of the information to be collected; and<bullet>Minimize",Nonrulemaking
HHS-2005-0013,Meeting of the Secretarys Advisory Committee on Human Research Protections,Nonrulemaking
USN-2005-0006,Meeting of the Board of Visitors of Marine Corps University,Nonrulemaking
RUS-2005-0005,Information Collection Activity; Comment Request,Nonrulemaking
DOL-2005-0015,"October 11, 2005.   The Department of Labor (DOL) has submitted the following public information collection requests (ICRs) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of each ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-6",Nonrulemaking
DOD-2005-0071,Notice of the Defense Acquisition Performance Assessment Project Meetings,Nonrulemaking
DOL-2005-0016,Type of Review: New collection.,Nonrulemaking
FAS-2005-0002,"[Federal Register: October 18, 2005 (Volume 70, Number 200)]",Nonrulemaking
RUS-2005-0006,Information Collection Activity; Comment Request,Nonrulemaking
FAS-2005-0003,Trade Adjustment Assistance for Farmers,Nonrulemaking
ETA-2005-0052,"Grants and cooperative agreements; availability, etc.: Rural Industrialization Loan and Grant Program; compliance certification requests",Nonrulemaking
NSF-2005-0022,"Meetings: Social, Behavioral, and Economic Sciences Advisory Committee",Nonrulemaking
EBSA-2005-0006,Meetings: Employee Welfare and Pension Benefit Plans Advisory Council,Nonrulemaking
ETA-2005-0053,"Grants and cooperative agreements; availability, etc.: Rural Industrialization Loan and Grant Program; compliance certification requests",Nonrulemaking
NASA-2005-0031,NASA Grant and Cooperative Agreement Handbook--Research and Development Abstracts,Nonrulemaking
NASA-2005-0032,NASA Federal Acquisition Regulation (FAR) Supplement--Research and Development Abstracts,Nonrulemaking
DOD-2005-0072,"Science and Technology Reinvention Laboratory Personnel Management Demonstration Project, Department of the Air Force, Air Force Research Laboratory (AFRL)",Nonrulemaking
EBSA-2005-0007,Meetings: Employee Welfare and Pension Benefit Plans Advisory Council,Nonrulemaking
NSF-2005-0023,Meetings: Polar Program Advisory Committee,Nonrulemaking
ATBCB-2005-0001,Courthouse Access Advisory Committee; Meeting,Nonrulemaking
NSF-2005-0024,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
USAF-2005-0002,"Active military service and discharge determinations: U.S. and foreign civilian employees of CAT, Inc. (1950-1959), Air America (1961-1974), and Air America (1964-1975) in various Asian countries",Nonrulemaking
DOL-2005-0017,"Comments should be sent to Office of Information and Regulatory Affairs, Attn: OMB Desk Officer for ETA, Office of Management and Budget, Room 10235, Washington, DC 20503, 202-395-7316 (this is not a toll free number), within 30 days from the date of this publication in the Federal Register.   The OMB is particularly interested in comments which:<bullet>Evaluate whether the proposed collection of",Nonrulemaking
USA-2005-0006,Obtaining Information From Financial Institutions,Nonrulemaking
USA-2005-0007,Armed Forces Disciplinary Control Boards and Off-Installation Liaison and Operations,Nonrulemaking
ESA-2005-0006,"The Department of Labor seeks a three year extension of approval to collect this information in order to permit OFCCP the time to continue its assessment and evaluation of the EO Survey. During this period, OFCCP will conduct a cost benefit analysis to examine the effectiveness of the EO Survey; as a useful tool in the selection of contractors that are not in compliance with their Equal Employment",Nonrulemaking
FSIS-2005-0007,New Technology Web Site Contents; Response to Comments,Nonrulemaking
USA-2005-0008,Publication of Families First Business Rules,Nonrulemaking
ESA-2005-0007,The Department of Labor seeks the approval of the extension of this information collection to carry out its responsibility to determine a contractors compliance with provisions of the Davis-Bacon and Related Acts and the Copeland Act.   Type of Review: Extension.,Nonrulemaking
HHS-2005-0014,Meetings: Vital and Health Statistics National Committee,Nonrulemaking
USA-2005-0009,"Availability for Non-Exclusive, Exclusive, or Partially Exclusive Licensing of U.S. Patent Application Concerning Non-Contact Respiration Monitor",Nonrulemaking
MSHA-2005-0007,"Provisions under part 7 provide that manufacturers submit applications to demonstrate compliance with the test and specification requirements. In part 75, they establish mandatory safety standards for diesel-powered equipment for use in underground coal mines, minimum ventilating air quantities, the incorporation of the air quantities into the mine ventilation plan, requirements for routine sampli",Nonrulemaking
NSF-2005-0025,Meetings: Business and Operations Advisory Committee,Nonrulemaking
DOD-2005-0074,Defense Science Board,Nonrulemaking
NSF-2005-0026,Meetings: Materials Research Proposal Review Panel,Nonrulemaking
USA-2005-0010,Western Hemisphere Institute for Security Cooperation Board of Visitors; Meeting,Nonrulemaking
USA-2005-0011,"Availability for Non-Exclusive, Exclusive, or Partially Exclusive Licensing of U.S. Patents and Patent Applications Concerning Bacterial Superantigen Vaccines",Nonrulemaking
DOD-2005-0075,Missile Defense Agency; Membership of the Missile Defense Agency Senior Executive Service Performance Review Board,Nonrulemaking
RUS-2005-0007,Georgia Transmission Corporation; Notice of Availability of an Environmental Assessment,Nonrulemaking
DOD-2005-0077,TRICARE; Civilian Health and Medical Program of the Uniformed Services (CHAMPUS); Fiscal Year 2006 Diagnosis Related Group (DRG) Updates,Nonrulemaking
HHS-2005-0015,National Toxicology Program (NTP); Liaison and Scientific Review Office (LSRO); NTP High Throughput Screening Assays Workshop,Nonrulemaking
LMSO-2005-0002,"Union Officials: Guidelines for Fiduciary Responsibilities Under Section 501 of the Labor-Management Reporting and Disclosure Act, 29 U.S.C. Sec. 501",Nonrulemaking
USN-2005-0007,Notice of Availability of Government-Owned Inventions; Available for Licensing,Nonrulemaking
HHS-2005-0016,Findings of Scientific Misconduct,Nonrulemaking
MSHA-2005-0008,Petitions for safety standards modification; summary of affirmative decisions,Nonrulemaking
DOD-2005-0078,TRICARE; Sub-Acute Care Program; Uniform Skilled Nursing Facility Benefit; Home Health Care Benefit; Adopting Medicare Payment Methods for Skilled Nursing Facilities and Home Health Care Providers,Nonrulemaking
LMSO-2005-0003,Labor Organization Officer and Employee Reports,Nonrulemaking
DOD-2005-0079,Senior Executive Service Performance Review Board,Nonrulemaking
ETA-2005-0054,Disaster unemployment assistance: Hurricane Katrina; claims filing and documentation submission deadlines extended,Nonrulemaking
PTO-2005-0003,"Grant of Interim Extension of the Term of U.S. Patent No. 4,650,787; Vapreotide Acetate",Nonrulemaking
ETA-2005-0055,"Adjustment assistance; applications, determinations, etc.: Nidec America Corp.",Nonrulemaking
USA-2005-0012,Privacy Act; Implementation,Nonrulemaking
DOL-2005-0019,"October 19, 2005.   The Department of Labor (DOL) has submitted the following public information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of this ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-693",Nonrulemaking
ETA-2005-0056,"Adjustment assistance; applications, determinations, etc.: Barrett Business Services, Inc.",Nonrulemaking
ETA-2005-0057,"Adjustment assistance; applications, determinstions, etc.: Cequent Consumer Products",Nonrulemaking
USA-2005-0013,Privacy Act of 1974; System of Records,Nonrulemaking
USAF-2005-0003,Performance Review Board Membership,Nonrulemaking
ETA-2005-0058,"Adjustment assistance; applications, determinations, etc.: Burlington Industries LLC",Nonrulemaking
ETA-2005-0059,"Adjustment assistance; applications, determinations, etc.: Canteen Services",Nonrulemaking
DOD-2005-0080,Strategic Advisory Group Meeting of the U.S. Strategic Command,Nonrulemaking
ETA-2005-0060,"Adjustment assistance; applications, determinations, etc.: Edward Fields, Inc.",Nonrulemaking
ETA-2005-0061,"Adjustment assistance; applications, determinations, etc.: Nu-Gro Technologies, Inc.",Nonrulemaking
HHS-2005-0017,"Organization, functions, and authority delegations: Assistant Secretary for Public Affairs",Nonrulemaking
VETS-2005-0001,Meetings: Presidents National Hire Veterans Committee,Nonrulemaking
ETA-2005-0062,"Adjustment assistance; applications, determinations, etc.: Henkel Corp.",Nonrulemaking
ETA-2005-0063,"Adjustment assistance; applications, determinations, etc.: Cone Mills Corp.",Nonrulemaking
ETA-2005-0064,"Adjustment assistance; applications, determinations, etc.: Microtek Medical",Nonrulemaking
DOL-2005-0020,"October 20, 2005.   The Department of Labor (DOL) has submitted the following public information collection requests (ICRs) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of each ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-6",Nonrulemaking
GIPSA-2005-0003,Advisory Committee Meeting,Nonrulemaking
HHS-2005-0018,Agency Information Collection Activities: Proposed Collection; Comment Request,Nonrulemaking
DOL-2005-0021,"<bullet>Enhance the quality, utility and clarity of the information to be collected; and<bullet>Minimize the burden of the collection of information on those who are to respond, including through the use of appropriate automated, electronic, mechanical, or other technological collection techniques or other forms of information technology, e.g., permitting electronic submission of responses.",Nonrulemaking
HHS-2005-0019,Supplemental Financial Disclosure Requirements for Employees of the Department of Health and Human Services; Corrections,Nonrulemaking
MSHA-2005-0009,"Mine operators are required to conduct surveying such that mine maps are maintained accurate and up-to-date, the maps must be revised every 6 months and certified accurate by a registered engineer or surveyor and to submit copies of the certified underground maps to MSHA annually and an up-to-date and revised mine closure map whenever an operator permanently closes or abandons a coal mine, or temp",Nonrulemaking
HHS-2005-0020,Assistant Secretary for Planning and Evaluation; Medicaid Program; Announcement of the Appointment of New Individuals To Serve on the Medicaid Commission,Nonrulemaking
USA-2005-0014,"Notice of Availability of a Novel Composite Processing Technology for Exclusive, Partially Exclusive or Non-Exclusive Licenses",Nonrulemaking
FSIS-2005-0008,National Advisory Committee on Meat and Poultry Inspection,Nonrulemaking
NSF-2005-0027,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
NSF-2005-0028,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
NSF-2005-0029,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
NSF-2005-0030,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
ETA-2005-0065,"Adjustment assistance; applications, determinations, etc.: Molnlycke Health Care, Inc.",Nonrulemaking
ETA-2005-0066,"Adjustment assistance; applications, determinations, etc.: Baxter",Nonrulemaking
HHS-2005-0021,Agency Information Collection Activities: Proposed Collection; Comment Request,Nonrulemaking
ETA-2005-0067,"Adjustment assistance; applications, determinations, etc.: Collins Supply&amp; Equipment Co., Inc.",Nonrulemaking
RBS-2005-0003,Guarantee Fee Rates for Guaranteed Loans for Fiscal Year 2006; Maximum Portion of Guarantee Authority Available for Fiscal Year 2006,Nonrulemaking
ETA-2005-0068,"Adjustment assistance; applications, determinations, etc.: Tyco Electronics et al.",Nonrulemaking
FSA-2005-0005,Request for Extension and Revision of a Currently Approved Information Collection; Payment Eligibility and Payment Limitation Determinations Under the Noninsured Crop Disaster Assistance Program,Nonrulemaking
DOL-2005-0023,"whether the information will have practical utility;<bullet>Evaluate the accuracy of the agencys estimate of the burden of the proposed collection of information, including the validity of the methodology and assumptions used;<bullet>Enhance the quality, utility and clarity of the information to be collected; and<bullet>Minimize the burden of the collection of information on those who are to respo",Nonrulemaking
EBSA-2005-0008,Type of Review: Extension of a currently approved collection of information.,Nonrulemaking
ETA-2005-0069,"Adjustment assistance; applications, determinations, etc.: Cmor Manufacturing, Inc.",Nonrulemaking
NSF-2005-0031,Meetings: Biological Sciences Advisory Committee,Nonrulemaking
DOD-2005-0081,Membership of the Office of the Secretary of Defense; Performance Review Board,Nonrulemaking
HHS-2005-0022,Meeting of the National Vaccine Advisory Committee,Nonrulemaking
ETA-2005-0070,"Adjustment assistance; applications, determinations, etc.: Meadow River Hardwood Lumber Co. et al.",Nonrulemaking
ETA-2005-0071,"Adjustment assistance; applications, determinations, etc.: TFL USA/Canada, Inc.",Nonrulemaking
ETA-2005-0072,"Adjustment assistance; applications, determinations, etc.: Pliana, Inc.",Nonrulemaking
ETA-2005-0073,"Adjustment assistance; applications, determinations, etc.: U.S. Airways, Inc.",Nonrulemaking
ETA-2005-0074,"Adjustment assistance; applications, determinations, etc.: Sipex Corp.",Nonrulemaking
HHS-2005-0023,Meeting of the Presidential Advisory Council on HIV/AIDS,Nonrulemaking
DOL-2005-0024,"October 26, 2005.   The Department of Labor (DOL) has submitted the following public information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of this ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-693",Nonrulemaking
DOD-2005-0083,Federal Acquisition Regulation; Information Collection; Davis Bacon Act--Price Adjustment (Actual Method),Nonrulemaking
DOD-2005-0084,Meeting of the Uniform Formulary Beneficiary Advisory Panel,Nonrulemaking
DOD-2005-0085,36(b)(1) Arms Sales Notification,Nonrulemaking
HHS-2005-0024,Meetings: Vital and Health Statistics National Committee,Nonrulemaking
DOD-2005-0086,36(b)(1) Arms Sales Notification,Nonrulemaking
NASA-2005-0034,Federal Acquisition Regulation; Information Collection; Davis Bacon Act--Price Adjustment (Actual Method),Nonrulemaking
MSHA-2005-0010,Safety standard petitions,Nonrulemaking
DOL-2005-0025,"October 31,2005.   The Department of Labor (DOL) has submitted the following public information collection requests (ICRs) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of each ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-69",Nonrulemaking
DOL-2005-0026,"October 26, 2005.   The Department of Labor (DOL) has submitted the following public information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of this ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-693",Nonrulemaking
ATBCB-2005-0002,Meeting,Nonrulemaking
NASA-2005-0035,Notice of Intent To Grant Partially Exclusive License,Nonrulemaking
DOD-2005-0087,Submission for OMB Review; Comment Request,Nonrulemaking
ETA-2005-0075,"In order for the Department to meet its statutory responsibilities under the Immigration and Nationality Act, there is a need for a new collection of information pertaining to the SWAs changing role in the program. There is an increase in burden due to a change in the frequency of the report.   Type of Review: Proposed information request.",Nonrulemaking
DOD-2005-0088,Meeting of the Defense Department Advisory Committee on Women in the Services (DACOWITS),Nonrulemaking
USAF-2005-0004,Proposed Collection; Comment Request,Nonrulemaking
FSIS-2005-0009,Nominations for the Howard E. Bauman Award,Nonrulemaking
USTR-2005-0005,North American Free Trade Agreement; Invitation for Applications for Inclusion on the Chapter 19 Roster,Nonrulemaking
EBSA-2005-0009,"Proposed Exemptions; George N. Newton, Individual Retirement Account (theIRA)",Nonrulemaking
EBSA-2005-0010,"Grant of Individual Exemptions; Milan Uremovich, D.D.S., P.C. Profit Sharing Plan and Trust (the Plan)",Nonrulemaking
ETA-2005-0076,"Adjustment assistance; applications, determinations, etc.: Cerwin Vega, Inc.",Nonrulemaking
DOD-2005-0089,36(b)(1) Arms Sales Notification,Nonrulemaking
NASA-2005-0036,Notice of Information Collection,Nonrulemaking
NSF-2005-0032,Notice of Permit Applications Received Under the Antarctic Conservation Act of 1978 (Pub. L. 95-541),Nonrulemaking
ETA-2005-0077,"Adjustment assistance; applications, determinations, etc.: Meromex USA, Inc.",Nonrulemaking
ETA-2005-0078,"Adjustment assistance; applications, determinations, etc.: Coopervision, Inc., et al",Nonrulemaking
NSF-2005-0033,Notice of Permits Issued Under the Antarctic Conservation Act of 1978,Nonrulemaking
DOD-2005-0090,36(b)(1) Arms Sales Notification,Nonrulemaking
ETA-2005-0079,"Adjustment assistance; applications, determinations, etc.: Avery Dennison Corp.",Nonrulemaking
DOD-2005-0091,36(b)(1) Arms Sales Notification,Nonrulemaking
ETA-2005-0080,"Adjustment assistance; applications, determinations, etc.: Northwest  Airlines et al.",Nonrulemaking
ETA-2005-0081,"Adjustment assistance; applications, determinations, etc.: Kolpak-KMT Refrigeration",Nonrulemaking
ETA-2005-0082,"Adjustment assistance; applications, determinations, etc.: Pentair Pump South Plant (Hydromatic)",Nonrulemaking
ETA-2005-0083,"Adjustment assistance; applications, determinations, etc.: SKF Sealing Solutions",Nonrulemaking
ETA-2005-0084,"Adjustment assistance; applications, determinations, etc.:",Nonrulemaking
ETA-2005-0085,"Adjustment assistance; applications, determinations, etc.: Dan River, Inc",Nonrulemaking
DOD-2005-0092,Meeting of the Secretary of Defenses Defense Advisory Board (DAB) for Employer Support of the Guard and Reserve (ESGR),Nonrulemaking
USA-2005-0016,Performance Review Board Membership,Nonrulemaking
USA-2005-0018,Armed Forces Epidemiological Board; Meeting,Nonrulemaking
HHS-2005-0025,Federal claims; interest rate on overdue debts,Nonrulemaking
FSIS-2005-0010,Meeting To Discuss Possible Changes to the Regulatory Jurisdiction of Certain Food Products Containing Meat and Poultry,Nonrulemaking
HHS-2005-0026,Meetings: Vital and Health Statistics National Committee,Nonrulemaking
BPA-2005-0002,"2007 Wholesale Power Rate Adjustment Proceeding; Public Hearings, and Opportunities for Public Review and Comment",Nonrulemaking
FAS-2005-0004,Trade Adjustment Assistance for Farmers,Nonrulemaking
NRCS-2005-0003,Environmental Statements; Availability,Nonrulemaking
NRCS-2005-0004,Notice of Intent To Extend a Currently Approved Information Collection,Nonrulemaking
PTO-2005-0004,Performance Review Board (PRB),Nonrulemaking
USTR-2005-0006,Notice of Proposed Measure and Opportunity for Public Comment Pursuant to Section 421 of the Trade Act of 1974: Circular Welded Non- Alloy Steel Pipe From the Peoples Republic of China,Nonrulemaking
DOD-2005-0093,Defense Federal Acquisition Regulation Supplement; Subcontracting Policies and Procedures,Nonrulemaking
ETA-2005-0086,"Adjustment assistance; applications, determinations, etc.: Consolidated Metco, Inc., et al",Nonrulemaking
USAF-2005-0005,Privacy Act of 1974; System of Records,Nonrulemaking
DOD-2005-0094,Defense Federal Acquisition Regulation Supplement; Extraordinary Contractual Actions,Nonrulemaking
DOD-2005-0095,Defense Federal Acquisition Regulation Supplement; Update of Clauses for Telecommunications Services,Nonrulemaking
DOD-2005-0096,Defense Federal Acquisition Regulation Supplement; Contract Administration,Nonrulemaking
DOD-2005-0097,Defense Federal Acquisition Regulation Supplement; Technical Amendment,Nonrulemaking
DOD-2005-0098,Defense Federal Acquisition Regulation Supplement; Information Technology Equipment--Screening of Government Inventory,Nonrulemaking
ETA-2005-0087,"Adjustment assistance; applications, determinations, etc.: EPEC, LLC",Nonrulemaking
ETA-2005-0088,"Adjustment assistance; applications, determinations, etc.: BNZ Materials, Inc., et al",Nonrulemaking
DOD-2005-0099,Defense Federal Acquisition Regulation Supplement; Acquisition of Telecommunications Services,Nonrulemaking
ETA-2005-0089,"Adjustment assistance; applications, determinations, etc.: IBM Corp.",Nonrulemaking
ETA-2005-0090,"Adjustment assistance; applications, determinations, etc.: VF Jeanswear LP",Nonrulemaking
EBSA-2005-0011,Employee benefit plans; individual exemptions: Bankers Trust Co. et al.,Nonrulemaking
ETA-2005-0091,"Adjustment assistance; applications, determinations, etc.: Accufab Industries",Nonrulemaking
ETA-2005-0092,"Adjustment assistance; applications, determinations, etc.: S. Lichtenberg&amp; Co. Inc.",Nonrulemaking
NSF-2005-0034,Notice of the Availability of Finding of No Significant Impact for a Low-Energy Marine Seismic Survey by the Scripps Institution of Oceanography on the Louisville Ridge in the Southwest Pacific Ocean,Nonrulemaking
DOD-2005-0100,Defense Federal Acquisition Regulation Supplement; Contract Administration Functions,Nonrulemaking
DOD-2005-0101,Defense Federal Acquisition Regulation Supplement; Contract Modifications,Nonrulemaking
ETA-2005-0093,"Adjustment assistance; applications, determinations, etc.: Butler Manufacturing Co.",Nonrulemaking
ETA-2005-0094,"Adjustment assistance; applications, determinations, etc.: ACCPAC International, Inc.",Nonrulemaking
ETA-2005-0095,"Adjustment assistance; applications, determinations, etc.: Agilent Technologies, Inc.",Nonrulemaking
RUS-2005-0008,"Basin Electric Power Cooperative, Inc.; Notice of Intent To Hold Public Scoping Meetings and Prepare an Environmental Impact Statement",Nonrulemaking
NASA-2005-0037,NASA Advisory Council; Meeting,Nonrulemaking
NSF-2005-0035,Membership of National Science Foundations Senior Executive Service Performance Review Board,Nonrulemaking
DOD-2005-0102,36(b)(1) Arms Sales Notification,Nonrulemaking
BLS-2005-0002,Meetings: Federal Economic Statistics Advisory Committee,Nonrulemaking
DOD-2005-0103,Defense Science Board,Nonrulemaking
DOD-2005-0104,Defense Business Board; Notice of Advisory Committee Meeting,Nonrulemaking
BLS-2005-0003,Type of Review: Extension of a currently approved collection.,Nonrulemaking
USAF-2005-0006,Privacy Act of 1974; System of Records,Nonrulemaking
HHS-2005-0027,Announcement of Anticipated Availability of Funds for Family Planning Services Grants,Nonrulemaking
USN-2005-0009,Notice of Availability of Government-Owned Inventions; Available for Licensing,Nonrulemaking
USA-2005-0019,"[Federal Register: November 14, 2005 (Volume 70, Number 218)]",Nonrulemaking
DOL-2005-0027,Meetings: Trade Negotiations and Trade Policy Labor Advisory Committee,Nonrulemaking
FSA-2005-0006,Request for Extension and Revision of a Currently Approved Information Collection; Disaster Set-Aside Program,Nonrulemaking
HHS-2005-0028,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",Nonrulemaking
USN-2005-0010,Notice of Performance Review Board Membership,Nonrulemaking
NASA-2005-0038,Federal Acquisition Regulation; Technical Amendments,Nonrulemaking
DOD-2005-0105,Federal Acquisition Regulation; Technical Amendments,Nonrulemaking
NSF-2005-0036,Conservation of Antarctic Animals and Plants,Nonrulemaking
NSF-2005-0037,Notice of Availability of Draft Environmental Assessment for the Very Energetic Radiation Imaging Telescope Array System (Veritas),Nonrulemaking
PTO-2005-0005,The United States Patent and Trademark Office (USPTO) has submitted to the Office of Management and Budget (OMB) for clearance the following proposal for collection of information under the provisions of the Paperwork Reduction Act (44 U.S.C. Chapter 35).,Nonrulemaking
HHS-2005-0029,Solicitation of Potential Partners to Participate in Programs of the Office of the Presidents Council on Physical Fitness and Sports During 2006 50th Anniversary Celebration,Nonrulemaking
HHS-2005-0030,60-Day Notice; Agency Information Collection Activities: Proposed Collection; Comment Request,Nonrulemaking
WAPA-2005-0003,Solicitation of Interest for New Transmission Capacity Between Wyoming and Colorado,Nonrulemaking
NSF-2005-0038,Meetings: Materials Research Review Panel,Nonrulemaking
EBSA-2005-0012,"This notice requests comments on an extension of the information collections included in regulation section 2550.404c-1, which sets requirements for fiduciary relief pertaining to participant-directed individual account plans under section 404(c) of ERISA. The Department is not proposing or implementing changes to the existing ICR at this time. A summary of the ICR and the current burden estimates",Nonrulemaking
HHS-2005-0031,Meetings: American Health Information Community,Nonrulemaking
USA-2005-0020,"Availability of Non-Exclusive, Exclusive License or Partially Exclusive Licensing of U.S. Patent Concerning Low Cost Parachute",Nonrulemaking
USA-2005-0021,"Preparation of the Fort Bliss, TX and New Mexico, Mission Master Plan Supplemental Programmatic Environmental Impact Statement",Nonrulemaking
ETA-2005-0096,"Adjustment assistance; applications, determinations, etc.: Charter Fabrics, Inc.",Nonrulemaking
NASA-2005-0039,Notice of Information Collection,Nonrulemaking
USTR-2005-0007,United States-Israel Free Trade Area Implementation Act; Designation of Qualifying Industrial Zones,Nonrulemaking
DOL-2005-0028,"November 8, 2005.   The Department of Labor (DOL) has submitted the following public information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of this ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-693",Nonrulemaking
ETA-2005-0097,"Adjustment assistance; applications, determinations, etc.: Wabash Alloys",Nonrulemaking
FAS-2005-0005,Refined Sugar Re-Export Program,Nonrulemaking
ETA-2005-0098,"Adjustment assistance; applications, determinations, etc.: Leviton Manufacturing Co., Inc.",Nonrulemaking
ETA-2005-0099,"Adjustment assistance; applications, determinations, etc.: Winchester Electronics",Nonrulemaking
ETA-2005-0100,"Adjustment assistance; applications, determinations, etc.: Thomas C. Wilson, Inc.",Nonrulemaking
NLRB-2005-0001,Senior Executive Service Performance Review Board; membership,Nonrulemaking
NSF-2005-0039,Meetings: National Science Board,Nonrulemaking
USA-2005-0022,"[Federal Register: November 16, 2005 (Volume 70, Number 220)]",Nonrulemaking
HHS-2005-0032,National Toxicology Program (NTP); Center for the Evaluation of Risks to Human Reproduction (CERHR); Announcement of the Availability of the Di-(2-Ethylhexyl)Phthalate (DEHP) Update Expert Panel Report; Request for Public Comment,Nonrulemaking
ETA-2005-0101,"Adjustment assistance; applications, determinations, etc.: Commscope, Inc.",Nonrulemaking
DOL-2005-0029,DOL Partnerships for Compliance Assistance Program (PCAP) and Request for Applications for Partnerships,Nonrulemaking
PTO-2005-0007,Privacy Act of 1974; System of Records,Nonrulemaking
USN-2005-0011,Notice of Public Hearings for a Draft Overseas Environmental Impact Statement/Environmental Impact Statement for the Undersea Warfare Training Range; Correction,Nonrulemaking
ETA-2005-0102,Type of review: Extension.,Nonrulemaking
USTR-2005-0008,Request for Comments Concerning Compliance With Telecommunications Trade Agreements,Nonrulemaking
ETA-2005-0103,"Adjustment assistance; applications, determinations, etc.: Standard Commercial Corp.",Nonrulemaking
ETA-2005-0104,"Adjustment assistance; applications, determinations, etc.: Luhr Jensen and Sons, Inc., et al.",Nonrulemaking
NASA-2005-0040,Notice of Information Collection,Nonrulemaking
DOD-2005-0106,Proposed Collection; Comment Request,Nonrulemaking
PTO-2005-0008,Privacy Act of 1974; System of Records,Nonrulemaking
ETA-2005-0105,"Adjustment assistance; applications, determinations, etc.: General Electric Co.",Nonrulemaking
ESA-2005-0008,The Department of Labor seeks the approval of the extension of this information collection in order to review and determine employer compliance with the applicable section of the Fair Labor Standards Act (FLSA). These recordkeeping requirements for employers utilizing the partial overtime exemption for remedial education are necessary to ensure employees are paid in compliance with the remedial ed,Nonrulemaking
DOL-2005-0030,"November 9, 2005.   The Department of Labor (DOL) has submitted the following public information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). A copy of this ICR, with applicable supporting documentation, may be obtained by contacting Darrin King on 202-693",Nonrulemaking
NRCS-2005-0005,"Environmental statements; availability, etc.: Garfield County Silt Salinity Control Project, CO",Nonrulemaking
ETA-2005-0106,Federal-State Unemployment Compensation Program: Louisiana; extended benefit period status change,Nonrulemaking
ETA-2005-0107,Request for Certification of Compliance--Rural Industrialization Loan and Grant Program,Nonrulemaking
